c_nace|d_pocpl|d_ukopl|naz_nace|
980000|1992-01-01|2025-12-31|ČINNOSTI DOMÁCNOSTÍ PRODUKUJÍCÍCH BLÍŽE NEURČENÉ VÝROBKY A SLUŽBY PRO VLASTNÍ POTŘEBU|
10000|2026-01-01||ROSTLINNÁ A ŽIVOČIŠNÁ VÝROBA, MYSLIVOST A SOUVISEJÍCÍ ČINNOSTI|
11300|2026-01-01||PĚSTOVÁNÍ ZELENINY A MELOUNŮ, KOŘENŮ A HLÍZ|
11900|2026-01-01||PĚSTOVÁNÍ OSTATNÍCH PLODIN JINÝCH NEŽ TRVALÝCH|
12300|2026-01-01||PĚSTOVÁNÍ CITRUSOVÝCH PLODŮ|
12700|2026-01-01||PĚSTOVÁNÍ ROSTLIN PRO VÝROBU NÁPOJŮ|
14000|2026-01-01||ŽIVOČIŠNÁ VÝROBA|
14400|2026-01-01||CHOV VELBLOUDŮ A VELBLOUDOVITÝCH|
14900|1992-01-01|2025-12-31|CHOV OSTATNÍCH ZVÍŘAT|
16000|2026-01-01||PODPŮRNÉ ČINNOSTI PRO ZEMĚDĚLSTVÍ A POSKLIZŇOVÉ ČINNOSTI|
17000|1992-01-01|2025-12-31|LOV A ODCHYT DIVOKÝCH ZVÍŘAT A SOUVISEJÍCÍ ČINNOSTI|
23000|1992-01-01|2025-12-31|SBĚR A ZÍSKÁVÁNÍ VOLNĚ ROSTOUCÍCH PLODŮ A MATERIÁLŮ, KROMĚ DŘEVA|
31100|1992-01-01|2025-12-31|MOŘSKÝ RYBOLOV|
32200|1992-01-01|2025-12-31|SLADKOVODNÍ AKVAKULTURA|
51010|2026-01-01||TĚŽBA ČERNÉHO UHLÍ, KROMĚ ÚPRAVY|
52020|2026-01-01||ÚPRAVA HNĚDÉHO UHLÍ JINÉHO NEŽ LIGNITU|
61000|2026-01-01||TĚŽBA ROPY|
71010|2026-01-01||TĚŽBA ŽELEZNÝCH RUD, KROMĚ ÚPRAVY|
72110|2026-01-01||TĚŽBA URANOVÝCH A THORIOVÝCH RUD, KROMĚ ÚPRAVY|
72920|2026-01-01||ÚPRAVA OSTATNÍCH NEŽELEZNÝCH RUD|
81200|2026-01-01||PROVOZ PÍSKOVEN A ŠTĚRKOPÍSKOVEN A TĚŽBA JÍLŮ A KAOLINU|
89300|2026-01-01||TĚŽBA SOLI|
99000|2026-01-01||PODPŮRNÉ ČINNOSTI PRO TĚŽBU A DOBÝVÁNÍ OSTATNÍCH NEROSTNÝCH SUROVIN|
100000|1992-01-01|2025-12-31|VÝROBA POTRAVINÁŘSKÝCH VÝROBKŮ|
101300|1992-01-01|2025-12-31|VÝROBA MASNÝCH VÝROBKŮ A VÝROBKŮ Z DRŮBEŽÍHO MASA|
103200|1992-01-01|2025-12-31|VÝROBA OVOCNÝCH A ZELENINOVÝCH ŠŤÁV|
104200|1992-01-01|2025-12-31|VÝROBA MARGARÍNU A PODOBNÝCH JEDLÝCH TUKŮ|
106000|1992-01-01|2025-12-31|VÝROBA MLÝNSKÝCH A ŠKROBÁRENSKÝCH VÝROBKŮ|
107100|1992-01-01|2025-12-31|VÝROBA PEKAŘSKÝCH A CUKRÁŘSKÝCH VÝROBKŮ, KROMĚ TRVANLIVÝCH|
108100|1992-01-01|2025-12-31|VÝROBA CUKRU|
108500|1992-01-01|2025-12-31|VÝROBA HOTOVÝCH POKRMŮ|
109100|1992-01-01|2025-12-31|VÝROBA PRŮMYSLOVÝCH KRMIV PRO HOSPODÁŘSKÁ ZVÍŘATA|
110200|1992-01-01|2025-12-31|VÝROBA VÍNA Z VINNÝCH HROZNŮ|
110600|1992-01-01|2025-12-31|VÝROBA SLADU|
131000|1992-01-01|2025-12-31|ÚPRAVA A SPŘÁDÁNÍ TEXTILNÍCH VLÁKEN A PŘÍZE|
139100|1992-01-01|2025-12-31|VÝROBA PLETENÝCH A HÁČKOVANÝCH MATERIÁLŮ|
139500|1992-01-01|2025-12-31|VÝROBA NETKANÝCH TEXTILIÍ A VÝROBKŮ Z NICH, KROMĚ ODĚVŮ|
141000|1992-01-01|2025-12-31|VÝROBA ODĚVŮ, KROMĚ KOŽEŠINOVÝCH VÝROBKŮ|
141900|1992-01-01|2025-12-31|VÝROBA OSTATNÍCH ODĚVŮ A ODĚVNÍCH DOPLŇKŮ|
143000|1992-01-01|2025-12-31|VÝROBA PLETENÝCH A HÁČKOVANÝCH ODĚVŮ|
151100|2026-01-01||ČINĚNÍ, ÚPRAVA, BARVENÍ USNÍ A KOŽEŠIN|
152090|2026-01-01||VÝROBA OSTATNÍ OBUVI|
162000|2026-01-01||VÝROBA DŘEVĚNÝCH, KORKOVÝCH, PROUTĚNÝCH A SLAMĚNÝCH VÝROBKŮ|
162400|2026-01-01||VÝROBA DŘEVĚNÝCH OBALŮ|
171000|1992-01-01|2025-12-31|VÝROBA BUNIČINY, PAPÍRU A LEPENKY|
171130|1992-01-01|2025-12-31|VÝROBA OSTATNÍCH PAPÍRENSKÝCH VLÁKNIN|
172200|1992-01-01|2025-12-31|VÝROBA DOMÁCÍCH POTŘEB, HYGIENICKÝCH A TOALETNÍCH VÝROBKŮ Z PAPÍRU|
180000|1992-01-01|2025-12-31|TISK A ROZMNOŽOVÁNÍ NAHRANÝCH NOSIČŮ|
181300|1992-01-01|2025-12-31|PŘÍPRAVA TISKU A DIGITÁLNÍCH DAT|
191000|1992-01-01|2025-12-31|VÝROBA KOKSÁRENSKÝCH PRODUKTŮ|
201100|1992-01-01|2025-12-31|VÝROBA TECHNICKÝCH PLYNŮ|
201410|1992-01-01|2025-12-31|VÝROBA BIOETANOLU (BIOLIHU) PRO POHON MOTORŮ A PRO VÝROBU SMĚSÍ A KOMPONENT PALIV PRO POHON MOTORŮ|
202000|1992-01-01|2025-12-31|VÝROBA PESTICIDŮ A JINÝCH AGROCHEMICKÝCH PŘÍPRAVKŮ|
204200|1992-01-01|2025-12-31|VÝROBA PARFÉMŮ A TOALETNÍCH PŘÍPRAVKŮ|
205900|1992-01-01|2025-12-31|VÝROBA OSTATNÍCH CHEMICKÝCH VÝROBKŮ J. N.|
210000|1992-01-01|2025-12-31|VÝROBA ZÁKLADNÍCH FARMACEUTICKÝCH VÝROBKŮ A FARMACEUTICKÝCH PŘÍPRAVKŮ|
221000|1992-01-01|2025-12-31|VÝROBA PRYŽOVÝCH VÝROBKŮ|
222100|1992-01-01|2025-12-31|VÝROBA PLASTOVÝCH DESEK, FÓLIÍ, HADIC, TRUBEK A PROFILŮ|
222600|2026-01-01||VÝROBA OSTATNÍCH PLASTOVÝCH VÝROBKŮ|
231200|1992-01-01|2025-12-31|TVAROVÁNÍ A ZPRACOVÁNÍ PLOCHÉHO SKLA|
232000|1992-01-01|2025-12-31|VÝROBA ŽÁRUVZDORNÝCH VÝROBKŮ|
234000|1992-01-01|2025-12-31|VÝROBA OSTATNÍCH PORCELÁNOVÝCH A KERAMICKÝCH VÝROBKŮ|
234400|1992-01-01|2025-12-31|VÝROBA OSTATNÍCH TECHNICKÝCH KERAMICKÝCH VÝROBKŮ|
235200|1992-01-01|2025-12-31|VÝROBA VÁPNA A SÁDRY|
236300|1992-01-01|2025-12-31|VÝROBA BETONU PŘIPRAVENÉHO K LITÍ|
237000|1992-01-01|2025-12-31|ŘEZÁNÍ, TVAROVÁNÍ A KONEČNÁ ÚPRAVA KAMENŮ|
240000|1992-01-01|2025-12-31|VÝROBA ZÁKLADNÍCH KOVŮ, HUTNÍ ZPRACOVÁNÍ KOVŮ; SLÉVÁRENSTVÍ|
241030|1992-01-01|2025-12-31|TVÁŘENÍ VÝROBKŮ ZA TEPLA|
243100|2026-01-01||TAŽENÍ OCELOVÝCH TYČÍ ZA STUDENA|
244000|2026-01-01||VÝROBA A HUTNÍ ZPRACOVÁNÍ DRAHÝCH A JINÝCH NEŽELEZNÝCH KOVŮ|
244400|2026-01-01||VÝROBA A HUTNÍ ZPRACOVÁNÍ MĚDI|
245100|2026-01-01||ODLÉVÁNÍ LITINY|
245200|2026-01-01||ODLÉVÁNÍ OCELI|
245400|2026-01-01||ODLÉVÁNÍ OSTATNÍCH NEŽELEZNÝCH KOVŮ|
251200|2026-01-01||VÝROBA KOVOVÝCH DVEŘÍ A OKEN|
253000|2026-01-01||VÝROBA ZBRANÍ A STŘELIVA|
256000|1992-01-01|2025-12-31|POVRCHOVÁ ÚPRAVA A ZUŠLECHŤOVÁNÍ KOVŮ; OBRÁBĚNÍ|
257100|1992-01-01|2025-12-31|VÝROBA NOŽÍŘSKÝCH VÝROBKŮ|
259200|2026-01-01||VÝROBA OBALŮ Z LEHKÝCH KOVŮ|
260000|2026-01-01||VÝROBA POČÍTAČŮ A ELEKTRONICKÝCH A OPTICKÝCH PŘÍSTROJŮ A ZAŘÍZENÍ|
262000|2026-01-01||VÝROBA POČÍTAČŮ A PERIFERNÍCH ZAŘÍZENÍ|
265100|2026-01-01||VÝROBA MĚŘICÍCH, ZKUŠEBNÍCH A NAVIGAČNÍCH PŘÍSTROJŮ|
270000|1992-01-01|2025-12-31|VÝROBA ELEKTRICKÝCH ZAŘÍZENÍ|
272000|1992-01-01|2025-12-31|VÝROBA BATERIÍ A AKUMULÁTORŮ|
273300|1992-01-01|2025-12-31|VÝROBA ELEKTROINSTALAČNÍCH ZAŘÍZENÍ|
275200|1992-01-01|2025-12-31|VÝROBA NEELEKTRICKÝCH SPOTŘEBIČŮ PŘEVÁŽNĚ PRO DOMÁCNOST|
281100|1992-01-01|2025-12-31|VÝROBA MOTORŮ A TURBÍN, KROMĚ MOTORŮ PRO LETADLA, AUTOMOBILY A MOTOCYKLY|
281500|1992-01-01|2025-12-31|VÝROBA LOŽISEK, OZUBENÝCH KOL, PŘEVODŮ A HNACÍCH PRVKŮ|
282300|1992-01-01|2025-12-31|VÝROBA KANCELÁŘSKÝCH STROJŮ A ZAŘÍZENÍ, KROMĚ POČÍTAČŮ A PERIFERNÍCH ZAŘÍZENÍ|
283000|1992-01-01|2025-12-31|VÝROBA ZEMĚDĚLSKÝCH A LESNICKÝCH STROJŮ|
289000|1992-01-01|2025-12-31|VÝROBA OSTATNÍCH STROJŮ PRO SPECIÁLNÍ ÚČELY|
289400|1992-01-01|2025-12-31|VÝROBA STROJŮ NA VÝROBU TEXTILU, ODĚVNÍCH VÝROBKŮ A VÝROBKŮ Z USNÍ|
289900|2026-01-01||VÝROBA OSTATNÍCH STROJŮ PRO SPECIÁLNÍ ÚČELY J. N.|
293000|2026-01-01||VÝROBA DÍLŮ A PŘÍSLUŠENSTVÍ PRO MOTOROVÁ VOZIDLA|
301000|2026-01-01||STAVBA LODÍ A ČLUNŮ|
303000|1992-01-01|2025-12-31|VÝROBA LETADEL A JEJICH MOTORŮ, KOSMICKÝCH LODÍ A SOUVISEJÍCÍCH ZAŘÍZENÍ|
309100|1992-01-01|2025-12-31|VÝROBA MOTOCYKLŮ|
310100|1992-01-01|2025-12-31|VÝROBA KANCELÁŘSKÉHO NÁBYTKU A ZAŘÍZENÍ OBCHODŮ|
321100|1992-01-01|2025-12-31|RAŽENÍ MINCÍ|
323000|1992-01-01|2025-12-31|VÝROBA SPORTOVNÍCH POTŘEB|
329100|1992-01-01|2025-12-31|VÝROBA KOŠŤAT A KARTÁČNICKÝCH VÝROBKŮ|
331100|1992-01-01|2025-12-31|OPRAVY KOVODĚLNÝCH VÝROBKŮ|
331500|1992-01-01|2025-12-31|OPRAVY A ÚDRŽBA LODÍ A ČLUNŮ|
331790|1992-01-01|2025-12-31|OPRAVY A ÚDRŽBA OSTATNÍCH DOPRAVNÍCH PROSTŘEDKŮ A ZAŘÍZENÍ J. N. KROMĚ KOLEJOVÝCH VOZIDEL|
332000|1992-01-01|2025-12-31|INSTALACE PRŮMYSLOVÝCH STROJŮ A ZAŘÍZENÍ|
351200|1992-01-01|2025-12-31|PŘENOS ELEKTŘINY|
352000|1992-01-01|2025-12-31|VÝROBA PLYNU; ROZVOD PLYNNÝCH PALIV PROSTŘEDNICTVÍM SÍTÍ|
352400|2026-01-01||SKLADOVÁNÍ PLYNU JAKO SOUČÁST SLUŽEB SÍŤOVÝCH DODÁVEK|
353030|2026-01-01||VÝROBA A DISTRIBUCE CHLADICÍ VODY|
360000|2026-01-01||SHROMAŽĎOVÁNÍ, ÚPRAVA A DISTRIBUCE VODY|
381100|2026-01-01||SBĚR ODPADŮ, KROMĚ NEBEZPEČNÝCH|
382200|2026-01-01||ZPRACOVÁNÍ ODPADŮ K ENERGETICKÉMU VYUŽITÍ|
383300|2026-01-01||OSTATNÍ ODSTRAŇOVÁNÍ ODPADŮ|
412020|1992-01-01|2025-12-31|VÝSTAVBA NEBYTOVÝCH BUDOV|
421200|2026-01-01||VÝSTAVBA ŽELEZNIC A PODZEMNÍCH DRAH|
422120|1992-01-01|2025-12-31|VÝSTAVBA INŽENÝRSKÝCH SÍTÍ PRO PLYNY|
429900|2026-01-01||VÝSTAVBA OSTATNÍCH INŽENÝRSKÝCH DĚL J. N.|
431200|2026-01-01||PŘÍPRAVA STAVENIŠTĚ|
432200|2026-01-01||INSTALACE ROZVODŮ VODY, ODPADU, TOPENÍ A KLIMATIZACE|
433100|1992-01-01|2025-12-31|OMÍTKÁŘSKÉ PRÁCE|
433410|1992-01-01|2025-12-31|SKLENÁŘSKÉ PRÁCE|
436000|2026-01-01||ZPROSTŘEDKOVÁNÍ V OBLASTI SPECIALIZOVANÝCH STAVEBNÍCH ČINNOSTÍ|
439990|1992-01-01|2025-12-31|JINÉ SPECIALIZOVANÉ STAVEBNÍ ČINNOSTI J. N.|
453200|1992-01-01|2025-12-31|MALOOBCHOD S DÍLY A PŘÍSLUŠENSTVÍM PRO MOTOROVÁ VOZIDLA, KROMĚ MOTOCYKLŮ|
461200|1992-01-01|2025-12-31|ZPROSTŘEDKOVÁNÍ VELKOOBCHODU A VELKOOBCHOD V ZASTOUPENÍ S PALIVY, RUDAMI, KOVY A PRŮMYSLOVÝMI CHEMIKÁLIEMI|
461600|1992-01-01|2025-12-31|ZPROSTŘEDKOVÁNÍ VELKOOBCHODU A VELKOOBCHOD V ZASTOUPENÍ S TEXTILEM, ODĚVY, KOŽEŠINAMI, OBUVÍ A KOŽENÝMI VÝROBKY|
461900|1992-01-01|2025-12-31|ZPROSTŘEDKOVÁNÍ NESPECIALIZOVANÉHO VELKOOBCHODU A NESPECIALIZOVANÝ VELKOOBCHOD V ZASTOUPENÍ|
462300|1992-01-01|2025-12-31|VELKOOBCHOD S ŽIVÝMI ZVÍŘATY|
463200|1992-01-01|2025-12-31|VELKOOBCHOD S MASEM A MASNÝMI VÝROBKY|
463600|1992-01-01|2025-12-31|VELKOOBCHOD S CUKREM, ČOKOLÁDOU A CUKROVINKAMI|
464000|1992-01-01|2025-12-31|VELKOOBCHOD S VÝROBKY PŘEVÁŽNĚ PRO DOMÁCNOST|
464300|1992-01-01|2025-12-31|VELKOOBCHOD S ELEKTROSPOTŘEBIČI A ELEKTRONIKOU|
464600|1992-01-01|2025-12-31|VELKOOBCHOD S FARMACEUTICKÝMI VÝROBKY|
465000|1992-01-01|2025-12-31|VELKOOBCHOD S POČÍTAČOVÝM A KOMUNIKAČNÍM ZAŘÍZENÍM|
466200|1992-01-01|2025-12-31|VELKOOBCHOD S OBRÁBĚCÍMI STROJI|
466900|1992-01-01|2025-12-31|VELKOOBCHOD S OSTATNÍMI STROJI A ZAŘÍZENÍM|
467200|1992-01-01|2025-12-31|VELKOOBCHOD S RUDAMI, KOVY A HUTNÍMI VÝROBKY|
467690|1992-01-01|2025-12-31|VELKOOBCHOD S OSTATNÍMI MEZIPRODUKTY J. N.|
468600|2026-01-01||VELKOOBCHOD S OSTATNÍMI MEZIPRODUKTY|
471000|2026-01-01||NESPECIALIZOVANÝ MALOOBCHOD|
472100|2026-01-01||MALOOBCHOD S OVOCEM A ZELENINOU|
472500|2026-01-01||MALOOBCHOD S NÁPOJI|
474000|2026-01-01||MALOOBCHOD S POČÍTAČOVÝM A KOMUNIKAČNÍM ZAŘÍZENÍM|
475200|1992-01-01|2025-12-31|MALOOBCHOD S ŽELEZÁŘSKÝM ZBOŽÍM, BARVAMI, SKLEM A POTŘEBAMI PRO KUTILY|
476000|1992-01-01|2025-12-31|MALOOBCHOD S VÝROBKY PRO KULTURNÍ ROZHLED A REKREACI VE SPECIALIZOVANÝCH PRODEJNÁCH|
476300|1992-01-01|2025-12-31|MALOOBCHOD S AUDIO- A VIDEOZÁZNAMY|
477100|1992-01-01|2025-12-31|MALOOBCHOD S ODĚVY|
477500|1992-01-01|2025-12-31|MALOOBCHOD S KOSMETICKÝMI A TOALETNÍMI VÝROBKY|
477810|1992-01-01|2025-12-31|MALOOBCHOD S FOTOGRAFICKÝM A OPTICKÝM ZAŘÍZENÍM A POTŘEBAMI|
477990|2026-01-01||MALOOBCHOD S OSTATNÍM POUŽITÝM ZBOŽÍM|
478900|1992-01-01|2025-12-31|MALOOBCHOD S OSTATNÍM ZBOŽÍM VE STÁNCÍCH A NA TRZÍCH|
479900|1992-01-01|2025-12-31|OSTATNÍ MALOOBCHOD MIMO PRODEJNY, STÁNKY A TRHY|
492000|2026-01-01||KOLEJOVÁ NÁKLADNÍ DOPRAVA|
493400|2026-01-01||OSOBNÍ DOPRAVA VISUTÝMI LANOVKAMI A LYŽAŘSKÝMI VLEKY|
494000|2026-01-01||SILNIČNÍ NÁKLADNÍ DOPRAVA A STĚHOVACÍ SLUŽBY|
495020|1992-01-01|2025-12-31|POTRUBNÍ DOPRAVA PLYNOVODEM|
503000|1992-01-01|2025-12-31|VNITROZEMSKÁ VODNÍ OSOBNÍ DOPRAVA|
511010|1992-01-01|2025-12-31|VNITROSTÁTNÍ PRAVIDELNÁ LETECKÁ OSOBNÍ DOPRAVA|
512100|2026-01-01||LETECKÁ NÁKLADNÍ DOPRAVA|
522000|2026-01-01||PODPŮRNÉ ČINNOSTI PRO DOPRAVU|
522400|2026-01-01||MANIPULACE S NÁKLADEM|
530000|2026-01-01||POŠTOVNÍ A KURÝRNÍ ČINNOSTI|
551000|1992-01-01|2025-12-31|UBYTOVÁNÍ V HOTELÍCH A PODOBNÝCH UBYTOVACÍCH ZAŘÍZENÍCH|
553000|2026-01-01||KEMPY A PARKOVIŠTĚ PRO REKREAČNÍ VOZIDLA|
560000|2026-01-01||POSKYTOVÁNÍ STRAVOVÁNÍ A PODÁVÁNÍ NÁPOJŮ|
562100|2026-01-01||CATERINGOVÉ ČINNOSTI|
564000|2026-01-01||ZPROSTŘEDKOVÁNÍ V OBLASTI STRAVOVÁNÍ A PODÁVÁNÍ NÁPOJŮ|
581200|2026-01-01||VYDÁVÁNÍ NOVIN|
581400|1992-01-01|2025-12-31|VYDÁVÁNÍ ČASOPISŮ A OSTATNÍCH PERIODICKÝCH PUBLIKACÍ|
582900|2026-01-01||OSTATNÍ VYDÁVÁNÍ SOFTWARU|
591200|2026-01-01||POSTPRODUKCE FILMŮ, VIDEOZÁZNAMŮ A TELEVIZNÍCH POŘADŮ|
600000|2026-01-01||TVORBA PROGRAMŮ, VYSÍLÁNÍ, ČINNOSTI ZPRAVODAJSKÝCH TISKOVÝCH KANCELÁŘÍ A AGENTUR A OSTATNÍ ČINNOSTI SOUVISEJÍCÍ S DISTRIBUCÍ OBSAHU|
603100|2026-01-01||ČINNOSTI ZPRAVODAJSKÝCH KANCELÁŘÍ A AGENTUR|
611030|1992-01-01|2025-12-31|PŘENOS DAT PŘES PEVNOU TELEKOMUNIKAČNÍ SÍŤ|
612040|1992-01-01|2025-12-31|POSKYTOVÁNÍ PŘÍSTUPU K INTERNETU PŘES BEZDRÁTOVOU TELEKOMUNIKAČNÍ SÍŤ|
620200|1992-01-01|2025-12-31|PORADENSTVÍ V OBLASTI INFORMAČNÍCH TECHNOLOGIÍ|
630000|1992-01-01|2025-12-31|INFORMAČNÍ ČINNOSTI|
639100|1992-01-01|2025-12-31|ČINNOSTI ZPRAVODAJSKÝCH TISKOVÝCH KANCELÁŘÍ A AGENTUR|
641100|1992-01-01|2025-12-31|CENTRÁLNÍ BANKOVNICTVÍ|
643000|1992-01-01|2025-12-31|ČINNOSTI TRUSTŮ, FONDŮ A PODOBNÝCH FINANČNÍCH SUBJEKTŮ|
649200|1992-01-01|2025-12-31|OSTATNÍ POSKYTOVÁNÍ ÚVĚRŮ|
649240|2026-01-01||FAKTORINGOVÉ ČINNOSTI|
649990|1992-01-01|2025-12-31|JINÉ FINANČNÍ ZPROSTŘEDKOVÁNÍ J. N.|
651200|1992-01-01|2025-12-31|NEŽIVOTNÍ POJIŠTĚNÍ|
661000|1992-01-01|2025-12-31|POMOCNÉ ČINNOSTI SOUVISEJÍCÍ S FINANČNÍM ZPROSTŘEDKOVÁNÍM, KROMĚ POJIŠŤOVNICTVÍ A PENZIJNÍHO FINANCOVÁNÍ|
662000|1992-01-01|2025-12-31|POMOCNÉ ČINNOSTI SOUVISEJÍCÍ S POJIŠŤOVNICTVÍM A PENZIJNÍM FINANCOVÁNÍM|
663000|1992-01-01|2025-12-31|SPRÁVA FONDŮ|
682000|1992-01-01|2025-12-31|PRONÁJEM A SPRÁVA VLASTNÍCH NEBO PRONAJATÝCH NEMOVITOSTÍ|
683100|1992-01-01|2025-12-31|ZPROSTŘEDKOVATELSKÉ ČINNOSTI REALITNÍCH AGENTUR|
692000|1992-01-01|2025-12-31|ÚČETNICKÉ A AUDITORSKÉ ČINNOSTI; DAŇOVÉ PORADENSTVÍ|
702100|1992-01-01|2025-12-31|PORADENSTVÍ V OBLASTI VZTAHŮ S VEŘEJNOSTÍ A KOMUNIKACE|
711200|1992-01-01|2025-12-31|INŽENÝRSKÉ ČINNOSTI A SOUVISEJÍCÍ TECHNICKÉ PORADENSTVÍ|
712010|1992-01-01|2025-12-31|ZKOUŠKY A ANALÝZY VYHRAZENÝCH TECHNICKÝCH ZAŘÍZENÍ|
721910|1992-01-01|2025-12-31|VÝZKUM A VÝVOJ V OBLASTI LÉKAŘSKÝCH VĚD|
731000|2026-01-01||REKLAMNÍ ČINNOSTI|
740000|1992-01-01|2025-12-31|OSTATNÍ PROFESNÍ, VĚDECKÉ A TECHNICKÉ ČINNOSTI|
741300|2026-01-01||NAVRHOVÁNÍ INTERIÉRŮ|
749010|1992-01-01|2025-12-31|PORADENSTVÍ V OBLASTI BEZPEČNOSTI A OCHRANY ZDRAVÍ PŘI PRÁCI|
770000|2026-01-01||ČINNOSTI V OBLASTI PRONÁJMU A LEASINGU|
772000|2026-01-01||PRONÁJEM A LEASING VÝROBKŮ PRO OSOBNÍ POTŘEBU A PŘEVÁŽNĚ PRO DOMÁCNOST|
773100|1992-01-01|2025-12-31|PRONÁJEM A LEASING ZEMĚDĚLSKÝCH STROJŮ A ZAŘÍZENÍ|
773500|1992-01-01|2025-12-31|PRONÁJEM A LEASING LETECKÝCH DOPRAVNÍCH PROSTŘEDKŮ|
775200|2026-01-01||ZPROSTŘEDKOVÁNÍ V OBLASTI PRONÁJMU A LEASINGU JINÝCH HMOTNÝCH STATKŮ A NEFINANČNÍCH NEHMOTNÝCH AKTIV|
790000|1992-01-01|2025-12-31|ČINNOSTI CESTOVNÍCH AGENTUR, KANCELÁŘÍ A JINÉ REZERVAČNÍ A SOUVISEJÍCÍ ČINNOSTI|
799000|1992-01-01|2025-12-31|OSTATNÍ REZERVAČNÍ A SOUVISEJÍCÍ ČINNOSTI|
801000|1992-01-01|2025-12-31|ČINNOSTI SOUKROMÝCH BEZPEČNOSTNÍCH AGENTUR|
812000|2026-01-01||ÚKLIDOVÉ ČINNOSTI|
813000|2026-01-01||ČINNOSTI SOUVISEJÍCÍ S ÚPRAVOU KRAJINY|
822000|2026-01-01||ČINNOSTI CALL CENTER|
829200|1992-01-01|2025-12-31|BALICÍ ČINNOSTI|
841100|1992-01-01|2025-12-31|VŠEOBECNÉ ČINNOSTI VEŘEJNÉ SPRÁVY|
841250|2026-01-01||REGULACE ČINNOSTÍ SOUVISEJÍCÍCH S POSKYTOVÁNÍM SOCIÁLNÍ PÉČE, KROMĚ POVINNÉHO SOCIÁLNÍHO ZABEZPEČENÍ|
842110|1992-01-01|2025-12-31|POMOC CIZÍM ZEMÍM PŘI KATASTROFÁCH NEBO V NOUZOVÝCH SITUACÍCH PŘÍMO NEBO PROSTŘEDNICTVÍM MEZINÁRODNÍCH ORGANIZACÍ|
842400|2026-01-01||ČINNOSTI V OBLASTI VEŘEJNÉHO POŘÁDKU A BEZPEČNOSTI|
851000|2026-01-01||PREPRIMÁRNÍ VZDĚLÁVÁNÍ|
853110|2026-01-01||SEKUNDÁRNÍ VŠEOBECNÉ VZDĚLÁVÁNÍ NA DRUHÉM STUPNI ZÁKLADNÍCH ŠKOL|
853220|2026-01-01||SEKUNDÁRNÍ ODBORNÉ VZDĚLÁVÁNÍ BEZ MATURITNÍ ZKOUŠKY V JINÝCH NEŽ UMĚLECKÝCH OBORECH|
854200|1992-01-01|2025-12-31|TERCIÁRNÍ VZDĚLÁVÁNÍ|
855300|2026-01-01||ČINNOSTI AUTOŠKOL|
855920|1992-01-01|2025-12-31|ENVIRONMENTÁLNÍ VZDĚLÁVÁNÍ|
860000|1992-01-01|2025-12-31|ZDRAVOTNÍ PÉČE|
862200|1992-01-01|2025-12-31|SPECIALIZOVANÁ AMBULANTNÍ ZDRAVOTNÍ PÉČE|
869100|2026-01-01||ČINNOSTI SOUVISEJÍCÍ S DIAGNOSTICKÝM ZOBRAZOVÁNÍM A ZDRAVOTNICKÉ LABORATORNÍ ČINNOSTI|
870000|1992-01-01|2025-12-31|POBYTOVÉ SLUŽBY SOCIÁLNÍ PÉČE|
873000|1992-01-01|2025-12-31|SOCIÁLNÍ PÉČE V DOMOVECH PRO SENIORY A OSOBY SE ZDRAVOTNÍM POSTIŽENÍM|
880000|1992-01-01|2025-12-31|AMBULANTNÍ NEBO TERÉNNÍ SOCIÁLNÍ SLUŽBY|
889100|1992-01-01|2025-12-31|SOCIÁLNÍ SLUŽBY POSKYTOVANÉ DĚTEM|
900000|1992-01-01|2025-12-31|TVŮRČÍ, UMĚLECKÉ A ZÁBAVNÍ ČINNOSTI|
901110|2026-01-01||LITERÁRNÍ TVORBA|
910000|1992-01-01|2025-12-31|ČINNOSTI KNIHOVEN, ARCHIVŮ, MUZEÍ A JINÝCH KULTURNÍCH ZAŘÍZENÍ|
911000|2026-01-01||ČINNOSTI KNIHOVEN A ARCHIVŮ|
914100|2026-01-01||ČINNOSTI BOTANICKÝCH A ZOOLOGICKÝCH ZAHRAD|
931100|1992-01-01|2025-12-31|PROVOZOVÁNÍ SPORTOVNÍCH ZAŘÍZENÍ|
932000|1992-01-01|2025-12-31|OSTATNÍ ZÁBAVNÍ A REKREAČNÍ ČINNOSTI|
941000|1992-01-01|2025-12-31|ČINNOSTI PODNIKATELSKÝCH, ZAMĚSTNAVATELSKÝCH A PROFESNÍCH ORGANIZACÍ|
949000|1992-01-01|2025-12-31|ČINNOSTI OSTATNÍCH ORGANIZACÍ SDRUŽUJÍCÍCH OSOBY ZA ÚČELEM PROSAZOVÁNÍ SPOLEČNÝCH ZÁJMŮ|
949910|1992-01-01|2025-12-31|ČINNOSTI ORGANIZACÍ DĚTÍ A MLÁDEŽE|
949950|1992-01-01|2025-12-31|ČINNOSTI ENVIRONMENTÁLNÍCH A EKOLOGICKÝCH HNUTÍ|
950000|1992-01-01|2025-12-31|OPRAVY POČÍTAČŮ A VÝROBKŮ PRO OSOBNÍ POTŘEBU A PŘEVÁŽNĚ PRO DOMÁCNOST|
952100|1992-01-01|2025-12-31|OPRAVY SPOTŘEBNÍ ELEKTRONIKY|
952500|1992-01-01|2025-12-31|OPRAVY HODIN, HODINEK A KLENOTNICKÝCH VÝROBKŮ|
